Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
B9DGI8	Q9FVU9	BZIP63	CSN5A	T32B20.4	F3I17.12	AT5G28770	AT1G71230	21798944:0018:HT
B9DGI8	Q9LZP8	BZIP63	BZIP53	T32B20.4	T12C14.120	AT5G28770	AT3G62420	16810321:0018:LC|16709202:0018:LC|21798944:0096:HT|21798944:0397:HT
B9DGI8	Q9SI15	BZIP63	BZIP2	T32B20.4		AT5G28770	AT2G18160	28650476:1356:LC|16709202:0018:LC
B9DGT7	Q8H185	TUBA2	ARD4	F2J10.11	MQD19.21	AT1G50010	AT5G43850	21952135:0018:HT
B9DGT7	Q9FJT7	TUBA2	NDL1	F2J10.11		AT1G50010	AT5G56750	21952135:0018:HT
B9DHC9	O22179	B9DHC9	MYB70			AT1G53800	AT2G23290	21798944:0018:HT
B9DHC9	O81629	B9DHC9	F8M12.21			AT1G53800	AT4G10840	21798944:0018:HT
B9DHC9	Q6NQ80	B9DHC9	Q6NQ80			AT1G53800	AT1G30860	21798944:0018:HT
B9DHC9	Q8L7G9	B9DHC9	Q8L7G9			AT1G53800	AT4G17680	21798944:0018:HT
B9DHC9	Q8RXD6	B9DHC9	HUB1		T13E15.24/T13E15.23|T14P1.25/T14P1.24	AT1G53800	AT2G44950	21798944:0018:HT
B9DHC9	Q8W5R5	B9DHC9	MKRP2			AT1G53800	AT4G39050	21798944:0018:HT
B9DHC9	Q93Y00	B9DHC9	BHLH7		F10O3.14	AT1G53800	AT1G03040	21798944:0018:HT
B9DHC9	Q94BX2	B9DHC9	Q94BX2			AT1G53800	AT3G50910	21798944:0018:HT
B9DHC9	Q9FIR9	B9DHC9	LSU2			AT1G53800	AT5G24660	21798944:0018:HT
B9DHC9	Q9SAH7	B9DHC9	WRKY40		F23A5.19	AT1G53800	AT1G80840	21798944:0018:HT
B9DHC9	Q9SCK1	B9DHC9	T9C5.170			AT1G53800	AT3G49580	21798944:0018:HT
B9DHC9	Q9T041	B9DHC9	TOR1		T24A18.10	AT1G53800	AT4G27060	21798944:0018:HT
B9DHD7	P49177	PVA22	GB1	F22O13.31	T4L20.40	AT1G08820	AT4G34460	21952135:0018:HT
B9DHD7	Q8H185	PVA22	ARD4	F22O13.31	MQD19.21	AT1G08820	AT5G43850	21952135:0018:HT
B9DHD7	Q8L9S0	PVA22	Q8L9S0	F22O13.31	F28N24.23	AT1G08820	AT1G29060	24833385:0090:HT
B9DHD7	Q9AST5	PVA22	Q9AST5	F22O13.31		AT1G08820	AT5G49540	24833385:0090:HT
B9DHD7	Q9C7D7	PVA22	Q9C7D7	F22O13.31	F28J15.3	AT1G08820	AT3G12180	24833385:0090:HT
B9DHD7	Q9LX49	PVA22	PRN1	F22O13.31	F25L23_80	AT1G08820	AT3G59220	21952135:0018:HT
B9DHD7	Q9SVG8	PVA22	F21C20.140	F22O13.31		AT1G08820	AT4G20790	24833385:0090:HT
B9DHP1	O22179	B9DHP1	MYB70				AT2G23290	21798944:0018:HT
B9DHP1	Q38829	B9DHP1	IAA11		T5F17.90		AT4G28640	21798944:0018:HT
B9DHP1	Q944L9	B9DHP1	Q944L9				AT1G17970	21798944:0018:HT
B9DHP1	Q9LIC6	B9DHP1	PRA1F3		MMM17.14		AT3G13720	21798944:0018:HT
B9DHP1	Q9LIK0	B9DHP1	PKP1		F5N5.15		AT3G22960	21798944:0018:HT
B9DHP1	Q9LJG8	B9DHP1	ASIL2		MAG2.16		AT3G14180	21798944:0018:HT
B9DHP1	Q9LUZ4	B9DHP1	Q9LUZ4		MZN1.16|MZN1.8		AT5G58620	21798944:0018:HT
B9DHP1	Q9SYG2	B9DHP1	ASIL1		F15I1.14		AT1G54060	21798944:0018:HT
B9DHY8	O80902	B9DHY8	CIPK22		T19C21.2|T6A23.31		AT2G38490	21798944:0018:HT
B9DHY8	O82279	B9DHY8	O82279				AT2G31040	21798944:0018:HT
B9DHY8	P82805	B9DHY8	TOM20-4		MMG1.2		AT5G40930	21798944:0018:HT
B9DHY8	Q38851	B9DHY8	MYB6		T15G18.120		AT4G09460	21798944:0018:HT
B9DHY8	Q683D5	B9DHY8	PUB37		F4I18.10		AT2G45920	21798944:0018:HT
B9DHY8	Q84K05	B9DHY8	Q84K05				AT1G54770	21798944:0018:HT
B9DHY8	Q8H0T6	B9DHY8	PPT2		F4P13.10		AT3G01550	21798944:0018:HT
B9DHY8	Q8H1F2	B9DHY8	RGS1		MPE11.27|MPE11.28		AT3G26090	21952135:0018:HT
B9DHY8	Q8VYK7	B9DHY8	ATG8F		DL4285C|FCAALL.383		AT4G16520	21798944:0018:HT
B9DHY8	Q8W1E4	B9DHY8	Q8W1E4				AT1G12650	21798944:0018:HT
B9DHY8	Q94AY3	B9DHY8	DRIP2		T6B20.7		AT2G30580	21798944:0018:HT
B9DHY8	Q9FI47	B9DHY8	Q9FI47				AT5G51010	21798944:0018:HT
B9DHY8	Q9FK55	B9DHY8	Q9FK55				AT5G18150	21798944:0018:HT
B9DHY8	Q9LZW4	B9DHY8	CIPK14		T20L15.90		AT5G01820	21798944:0018:HT
B9DHY8	Q9M223	B9DHY8	Q9M223		T8B10_20		AT3G60360	21798944:0018:HT
B9DHY8	Q9SL04	B9DHY8	ATG8D		T20G20.2		AT2G05630	21798944:0018:HT
C0LGD6	C0LGW2	C0LGD6	PAM74	F3F20.15	MTH12.9	AT1G05700	AT5G59650	24833385:0090:HT
C0LGD6	Q8L9S0	C0LGD6	Q8L9S0	F3F20.15	F28N24.23	AT1G05700	AT1G29060	24833385:0090:HT
C0LGD6	Q8RY98	C0LGD6	Q8RY98	F3F20.15		AT1G05700	AT1G07860	24833385:0090:HT
C0LGD6	Q8VYS5	C0LGD6	TBL18	F3F20.15	T30C3.30	AT1G05700	AT4G25360	24833385:0090:HT
C0LGD6	Q9AST5	C0LGD6	Q9AST5	F3F20.15		AT1G05700	AT5G49540	24833385:0090:HT
C0LGD6	Q9C7D7	C0LGD6	Q9C7D7	F3F20.15	F28J15.3	AT1G05700	AT3G12180	24833385:0090:HT
C0LGD6	Q9LSP7	C0LGD6	UBC32	F3F20.15	K14A17.7	AT1G05700	AT3G17000	24833385:0090:HT
C0LGD6	Q9SHI7	C0LGD6	UBC34	F3F20.15	F20D23.1	AT1G05700	AT1G17280	24833385:0090:HT
C0LGD6	Q9SVG8	C0LGD6	F21C20.140	F3F20.15		AT1G05700	AT4G20790	24833385:0090:HT
C0LGD6	Q9SX96	C0LGD6	F16N3.6	F3F20.15		AT1G05700	AT1G47640	24833385:0090:HT
C0LGD8	C0LGW2	C0LGD8	PAM74	F22G5.7	MTH12.9	AT1G07550	AT5G59650	24833385:0090:HT
C0LGD8	O64852	C0LGD8	IQD6	F22G5.7		AT1G07550	AT2G26180	24833385:0090:HT
C0LGD8	O80437	C0LGD8	GPAT6	F22G5.7	F16M14.4	AT1G07550	AT2G38110	24833385:0090:HT
C0LGD8	Q38798	C0LGD8	Q38798	F22G5.7	T2I1_50	AT1G07550	AT5G07340	24833385:0090:HT
C0LGD8	Q39241	C0LGD8	TRX5	F22G5.7	F27F5.21	AT1G07550	AT1G45145	24833385:0090:HT
C0LGD8	Q84N34	C0LGD8	HHP2	F22G5.7	F6I18.240	AT1G07550	AT4G30850	24833385:0090:HT
C0LGD8	Q8H129	C0LGD8	PAP3	F22G5.7	F10B6.10	AT1G07550	AT1G14700	24833385:0090:HT
C0LGD8	Q8L9S0	C0LGD8	Q8L9S0	F22G5.7	F28N24.23	AT1G07550	AT1G29060	24833385:0090:HT
C0LGD8	Q8LD98	C0LGD8	Q8LD98	F22G5.7		AT1G07550	AT1G65690	24833385:0090:HT
C0LGD8	Q8RYE2	C0LGD8	Q8RYE2	F22G5.7		AT1G07550	AT2G41705	24833385:0090:HT
C0LGD8	Q8VZB3	C0LGD8	Q8VZB3	F22G5.7		AT1G07550	AT1G63110	24833385:0090:HT
C0LGD8	Q94CG2	C0LGD8	BET12	F22G5.7	FCAALL.379	AT1G07550	AT4G14455	24833385:0090:HT
C0LGD8	Q94F23	C0LGD8	F17L21.8	F22G5.7		AT1G07550	AT1G27290	24833385:0090:HT
C0LGD8	Q9AST5	C0LGD8	Q9AST5	F22G5.7		AT1G07550	AT5G49540	24833385:0090:HT
C0LGD8	Q9C7D7	C0LGD8	Q9C7D7	F22G5.7	F28J15.3	AT1G07550	AT3G12180	24833385:0090:HT
C0LGD8	Q9C835	C0LGD8	CYP21-4	F22G5.7	T8E24.14	AT1G07550	AT3G66654	24833385:0090:HT
C0LGD8	Q9FGT9	C0LGD8	GDPDL6	F22G5.7	K21L19.4	AT1G07550	AT5G58050	24833385:0090:HT
C0LGD8	Q9FHB8	C0LGD8	Q9FHB8	F22G5.7		AT1G07550	AT5G52420	24833385:0090:HT
C0LGD8	Q9FNH6	C0LGD8	NHL3	F22G5.7	MHF15.16	AT1G07550	AT5G06320	24833385:0090:HT
C0LGD8	Q9LSP7	C0LGD8	UBC32	F22G5.7	K14A17.7	AT1G07550	AT3G17000	24833385:0090:HT
C0LGD8	Q9SHI7	C0LGD8	UBC34	F22G5.7	F20D23.1	AT1G07550	AT1G17280	24833385:0090:HT
C0LGD8	Q9SQV0	C0LGD8	F24P17.3	F22G5.7		AT1G07550	AT3G06470	24833385:0090:HT
C0LGD8	Q9SVG8	C0LGD8	F21C20.140	F22G5.7		AT1G07550	AT4G20790	24833385:0090:HT
C0LGD8	Q9SX96	C0LGD8	F16N3.6	F22G5.7		AT1G07550	AT1G47640	24833385:0090:HT
C0LGD8	Q9SZG0	C0LGD8	HHP4	F22G5.7	F19F18.170	AT1G07550	AT4G37680	24833385:0090:HT
C0LGD9	C0LGW2	C0LGD9	PAM74	F22G5.6	MTH12.9	AT1G07560	AT5G59650	24833385:0090:HT
C0LGD9	O64852	C0LGD9	IQD6	F22G5.6		AT1G07560	AT2G26180	24833385:0090:HT
C0LGD9	Q1EC69	C0LGD9	SMO1-2	F22G5.6	T12H17	AT1G07560	AT4G22756	24833385:0090:HT
C0LGD9	Q42403	C0LGD9	TRX3	F22G5.6	MBD2.18	AT1G07560	AT5G42980	24833385:0090:HT
C0LGD9	Q84MB5	C0LGD9	RBL11	F22G5.6	T5I5	AT1G07560	AT5G25752	24833385:0090:HT
C0LGD9	Q84N34	C0LGD9	HHP2	F22G5.6	F6I18.240	AT1G07560	AT4G30850	24833385:0090:HT
C0LGD9	Q8L9S0	C0LGD9	Q8L9S0	F22G5.6	F28N24.23	AT1G07560	AT1G29060	24833385:0090:HT
C0LGD9	Q8LD98	C0LGD9	Q8LD98	F22G5.6		AT1G07560	AT1G65690	24833385:0090:HT
C0LGD9	Q8RY98	C0LGD9	Q8RY98	F22G5.6		AT1G07560	AT1G07860	24833385:0090:HT
C0LGD9	Q8RYE2	C0LGD9	Q8RYE2	F22G5.6		AT1G07560	AT2G41705	24833385:0090:HT
C0LGD9	Q8VYS5	C0LGD9	TBL18	F22G5.6	T30C3.30	AT1G07560	AT4G25360	24833385:0090:HT
C0LGD9	Q94CG2	C0LGD9	BET12	F22G5.6	FCAALL.379	AT1G07560	AT4G14455	24833385:0090:HT
C0LGD9	Q9AST5	C0LGD9	Q9AST5	F22G5.6		AT1G07560	AT5G49540	24833385:0090:HT
C0LGD9	Q9C7D7	C0LGD9	Q9C7D7	F22G5.6	F28J15.3	AT1G07560	AT3G12180	24833385:0090:HT
C0LGD9	Q9C835	C0LGD9	CYP21-4	F22G5.6	T8E24.14	AT1G07560	AT3G66654	24833385:0090:HT
C0LGD9	Q9FN37	C0LGD9	PSKR2	F22G5.6	K19P17.5	AT1G07560	AT5G53890	24833385:0090:HT
C0LGD9	Q9FNH6	C0LGD9	NHL3	F22G5.6	MHF15.16	AT1G07560	AT5G06320	24833385:0090:HT
C0LGD9	Q9LIN9	C0LGD9	Q9LIN9	F22G5.6		AT1G07560	AT3G26370	24833385:0090:HT
C0LGD9	Q9LSP7	C0LGD9	UBC32	F22G5.6	K14A17.7	AT1G07560	AT3G17000	24833385:0090:HT
C0LGD9	Q9LYI4	C0LGD9	F14F18_60	F22G5.6		AT1G07560	AT5G11890	24833385:0090:HT
C0LGD9	Q9M9N9	C0LGD9	T17B22.10	F22G5.6		AT1G07560	AT3G03210	24833385:0090:HT
C0LGD9	Q9SHI7	C0LGD9	UBC34	F22G5.6	F20D23.1	AT1G07560	AT1G17280	24833385:0090:HT
C0LGD9	Q9SVG8	C0LGD9	F21C20.140	F22G5.6		AT1G07560	AT4G20790	24833385:0090:HT
C0LGD9	Q9SX96	C0LGD9	F16N3.6	F22G5.6		AT1G07560	AT1G47640	24833385:0090:HT
C0LGD9	Q9SZG0	C0LGD9	HHP4	F22G5.6	F19F18.170	AT1G07560	AT4G37680	24833385:0090:HT
C0LGD9	Q9SZP6	C0LGD9	F20M13.250	F22G5.6		AT1G07560	AT4G38690	24833385:0090:HT
C0LGE4	Q8H129	C0LGE4	PAP3	F5O11.21|T12C24.1	F10B6.10	AT1G12460	AT1G14700	24833385:0090:HT
C0LGF5	C0LGW2	C0LGF5	PAM74	F12G12.7	MTH12.9	AT1G34110	AT5G59650	24833385:0090:HT
C0LGF5	O64852	C0LGF5	IQD6	F12G12.7		AT1G34110	AT2G26180	24833385:0090:HT
C0LGF5	Q8L9S0	C0LGF5	Q8L9S0	F12G12.7	F28N24.23	AT1G34110	AT1G29060	24833385:0090:HT
C0LGF5	Q8RYE2	C0LGF5	Q8RYE2	F12G12.7		AT1G34110	AT2G41705	24833385:0090:HT
C0LGF5	Q9C7D7	C0LGF5	Q9C7D7	F12G12.7	F28J15.3	AT1G34110	AT3G12180	24833385:0090:HT
C0LGF5	Q9SHI7	C0LGF5	UBC34	F12G12.7	F20D23.1	AT1G34110	AT1G17280	24833385:0090:HT
C0LGF5	Q9SVG8	C0LGF5	F21C20.140	F12G12.7		AT1G34110	AT4G20790	24833385:0090:HT
C0LGG3	O64852	C0LGG3	IQD6	F19C24.23|T14L22.3		AT1G51820	AT2G26180	24833385:0090:HT
C0LGG3	Q8RYE2	C0LGG3	Q8RYE2	F19C24.23|T14L22.3		AT1G51820	AT2G41705	24833385:0090:HT
C0LGG3	Q9FNH6	C0LGG3	NHL3	F19C24.23|T14L22.3	MHF15.16	AT1G51820	AT5G06320	24833385:0090:HT
C0LGG3	Q9LPN5	C0LGG3	F18K10.26	F19C24.23|T14L22.3		AT1G51820	AT3G10640	24833385:0090:HT
C0LGG3	Q9LS96	C0LGG3	Q9LS96	F19C24.23|T14L22.3		AT1G51820	AT3G18800	24833385:0090:HT
C0LGI2	P54144	C0LGI2	AMT1-1	F12A21.30	T6G15.60	AT1G67720	AT4G13510	24833385:0090:HT
C0LGK4	Q38798	C0LGK4	Q38798	F16F14.25	T2I1_50	AT2G16250	AT5G07340	24833385:0090:HT
C0LGK4	Q38922	C0LGK4	RABB1B	F16F14.25	F4B14.130	AT2G16250	AT4G35860	24833385:0090:HT
C0LGK4	Q39241	C0LGK4	TRX5	F16F14.25	F27F5.21	AT2G16250	AT1G45145	24833385:0090:HT
C0LGK4	Q42403	C0LGK4	TRX3	F16F14.25	MBD2.18	AT2G16250	AT5G42980	24833385:0090:HT
C0LGK4	Q84JD6	C0LGK4	Q84JD6	F16F14.25		AT2G16250	AT4G27610	24833385:0090:HT
C0LGK4	Q8L9S0	C0LGK4	Q8L9S0	F16F14.25	F28N24.23	AT2G16250	AT1G29060	24833385:0090:HT
C0LGK4	Q94K74	C0LGK4	Q94K74	F16F14.25		AT2G16250	AT3G25805	24833385:0090:HT
C0LGK4	Q9C6M0	C0LGK4	F2J7.6	F16F14.25		AT2G16250	AT1G25510	24833385:0090:HT
C0LGK4	Q9C7D7	C0LGK4	Q9C7D7	F16F14.25	F28J15.3	AT2G16250	AT3G12180	24833385:0090:HT
C0LGK4	Q9FGK4	C0LGK4	Q9FGK4	F16F14.25	MNJ7.12	AT2G16250	AT5G47530	24833385:0090:HT
C0LGK4	Q9FN37	C0LGK4	PSKR2	F16F14.25	K19P17.5	AT2G16250	AT5G53890	24833385:0090:HT
C0LGK4	Q9FNH6	C0LGK4	NHL3	F16F14.25	MHF15.16	AT2G16250	AT5G06320	24833385:0090:HT
C0LGK4	Q9FRR1	C0LGK4	PRA1E	F16F14.25	F22O13.26	AT2G16250	AT1G08770	24833385:0090:HT
C0LGK4	Q9LF32	C0LGK4	T20K14_110	F16F14.25		AT2G16250	AT5G15500	24833385:0090:HT
C0LGK4	Q9SIY7	C0LGK4	PRA1B2	F16F14.25	T3G21.15	AT2G16250	AT2G40380	24833385:0090:HT
C0LGK4	Q9SMR4	C0LGK4	RABH1C	F16F14.25	T5J17.60	AT2G16250	AT4G39890	24833385:0090:HT
C0LGK4	Q9SX96	C0LGK4	F16N3.6	F16F14.25		AT2G16250	AT1G47640	24833385:0090:HT
C0LGK4	Q9SYS3	C0LGK4	CRK40	F16F14.25	F4H6.9	AT2G16250	AT4G04570	24833385:0090:HT
C0LGK4	Q9XIN6	C0LGK4	Q9XIN6	F16F14.25		AT2G16250	AT2G27290	24833385:0090:HT
C0LGK9	C0LGW2	C0LGK9	PAM74	F27D4.14	MTH12.9	AT2G24230	AT5G59650	24833385:0090:HT
C0LGK9	O64852	C0LGK9	IQD6	F27D4.14		AT2G24230	AT2G26180	24833385:0090:HT
C0LGK9	O81905	C0LGK9	SD18	F27D4.14	T6K22.110	AT2G24230	AT4G21380	24833385:0090:HT
C0LGK9	Q9AST5	C0LGK9	Q9AST5	F27D4.14		AT2G24230	AT5G49540	24833385:0090:HT
C0LGK9	Q9C7D7	C0LGK9	Q9C7D7	F27D4.14	F28J15.3	AT2G24230	AT3G12180	24833385:0090:HT
C0LGK9	Q9LPN5	C0LGK9	F18K10.26	F27D4.14		AT2G24230	AT3G10640	24833385:0090:HT
C0LGK9	Q9SHI7	C0LGK9	UBC34	F27D4.14	F20D23.1	AT2G24230	AT1G17280	24833385:0090:HT
C0LGK9	Q9SVG8	C0LGK9	F21C20.140	F27D4.14		AT2G24230	AT4G20790	24833385:0090:HT
C0LGL4	C0LGW2	C0LGL4	PAM74	T9I4.4	MTH12.9	AT2G28960	AT5G59650	24833385:0090:HT
C0LGL4	O64852	C0LGL4	IQD6	T9I4.4		AT2G28960	AT2G26180	24833385:0090:HT
C0LGL4	P27140	C0LGL4	BCA1	T9I4.4	F4P13.5	AT2G28960	AT3G01500	24833385:0090:HT
C0LGL4	P57752	C0LGL4	ACBP6	T9I4.4	F5M6.27	AT2G28960	AT1G31812	24833385:0090:HT
C0LGL4	Q39241	C0LGL4	TRX5	T9I4.4	F27F5.21	AT2G28960	AT1G45145	24833385:0090:HT
C0LGL4	Q84JB8	C0LGL4	RUS3	T9I4.4	F21F23.21	AT2G28960	AT1G13770	24833385:0090:HT
C0LGL4	Q84MB5	C0LGL4	RBL11	T9I4.4	T5I5	AT2G28960	AT5G25752	24833385:0090:HT
C0LGL4	Q84N34	C0LGL4	HHP2	T9I4.4	F6I18.240	AT2G28960	AT4G30850	24833385:0090:HT
C0LGL4	Q8H129	C0LGL4	PAP3	T9I4.4	F10B6.10	AT2G28960	AT1G14700	24833385:0090:HT
C0LGL4	Q8L9S0	C0LGL4	Q8L9S0	T9I4.4	F28N24.23	AT2G28960	AT1G29060	24833385:0090:HT
C0LGL4	Q8LD98	C0LGL4	Q8LD98	T9I4.4		AT2G28960	AT1G65690	24833385:0090:HT
C0LGL4	Q8LEC2	C0LGL4	Q8LEC2	T9I4.4		AT2G28960	AT4G30500	24833385:0090:HT
C0LGL4	Q8RY98	C0LGL4	Q8RY98	T9I4.4		AT2G28960	AT1G07860	24833385:0090:HT
C0LGL4	Q8RYE2	C0LGL4	Q8RYE2	T9I4.4		AT2G28960	AT2G41705	24833385:0090:HT
C0LGL4	Q93YP9	C0LGL4	Q93YP9	T9I4.4	F18O14.22	AT2G28960	AT1G19450	24833385:0090:HT
C0LGL4	Q944J0	C0LGL4	Q944J0	T9I4.4	F14M13.3	AT2G28960	AT2G22425	24833385:0090:HT
C0LGL4	Q94CG2	C0LGL4	BET12	T9I4.4	FCAALL.379	AT2G28960	AT4G14455	24833385:0090:HT
C0LGL4	Q94F23	C0LGL4	F17L21.8	T9I4.4		AT2G28960	AT1G27290	24833385:0090:HT
C0LGL4	Q94F58	C0LGL4	NAC089	T9I4.4	MWD9.7|T6G21.9	AT2G28960	AT5G22290	24833385:0090:HT
C0LGL4	Q96283	C0LGL4	RABA2C	T9I4.4	T6H20.140	AT2G28960	AT3G46830	24833385:0090:HT
C0LGL4	Q9AST5	C0LGL4	Q9AST5	T9I4.4		AT2G28960	AT5G49540	24833385:0090:HT
C0LGL4	Q9C7D7	C0LGL4	Q9C7D7	T9I4.4	F28J15.3	AT2G28960	AT3G12180	24833385:0090:HT
C0LGL4	Q9C835	C0LGL4	CYP21-4	T9I4.4	T8E24.14	AT2G28960	AT3G66654	24833385:0090:HT
C0LGL4	Q9FHB8	C0LGL4	Q9FHB8	T9I4.4		AT2G28960	AT5G52420	24833385:0090:HT
C0LGL4	Q9FNH6	C0LGL4	NHL3	T9I4.4	MHF15.16	AT2G28960	AT5G06320	24833385:0090:HT
C0LGL4	Q9FRR1	C0LGL4	PRA1E	T9I4.4	F22O13.26	AT2G28960	AT1G08770	24833385:0090:HT
C0LGL4	Q9LHA6	C0LGL4	Q9LHA6	T9I4.4		AT2G28960	AT3G28220	24833385:0090:HT
C0LGL4	Q9LSP7	C0LGL4	UBC32	T9I4.4	K14A17.7	AT2G28960	AT3G17000	24833385:0090:HT
C0LGL4	Q9LYI4	C0LGL4	F14F18_60	T9I4.4		AT2G28960	AT5G11890	24833385:0090:HT
C0LGL4	Q9M2Z4	C0LGL4	MSBP2	T9I4.4	T21J18.160	AT2G28960	AT3G48890	24833385:0090:HT
C0LGL4	Q9SHI7	C0LGL4	UBC34	T9I4.4	F20D23.1	AT2G28960	AT1G17280	24833385:0090:HT
C0LGL4	Q9SK39	C0LGL4	MP3	T9I4.4	F27C12.14	AT2G28960	AT2G24940	24833385:0090:HT
C0LGL4	Q9SMR4	C0LGL4	RABH1C	T9I4.4	T5J17.60	AT2G28960	AT4G39890	24833385:0090:HT
C0LGL4	Q9SRN0	C0LGL4	T19F11.6	T9I4.4		AT2G28960	AT3G11660	24833385:0090:HT
C0LGL4	Q9SVG8	C0LGL4	F21C20.140	T9I4.4		AT2G28960	AT4G20790	24833385:0090:HT
C0LGL4	Q9SX96	C0LGL4	F16N3.6	T9I4.4		AT2G28960	AT1G47640	24833385:0090:HT
C0LGL4	Q9SZG0	C0LGL4	HHP4	T9I4.4	F19F18.170	AT2G28960	AT4G37680	24833385:0090:HT
C0LGL4	Q9SZP6	C0LGL4	F20M13.250	T9I4.4		AT2G28960	AT4G38690	24833385:0090:HT
C0LGL4	Q9ZRW8	C0LGL4	GSTU19	T9I4.4	F3F9.11	AT2G28960	AT1G78380	24833385:0090:HT
C0LGL4	Q9ZV66	C0LGL4	Q9ZV66	T9I4.4		AT2G28960	AT2G32380	24833385:0090:HT
C0LGL9	C0LGW2	FEI2	PAM74	T20F21.18	MTH12.9	AT2G35620	AT5G59650	24833385:0090:HT
C0LGL9	O64852	FEI2	IQD6	T20F21.18		AT2G35620	AT2G26180	24833385:0090:HT
C0LGL9	Q84N34	FEI2	HHP2	T20F21.18	F6I18.240	AT2G35620	AT4G30850	24833385:0090:HT
C0LGL9	Q8L9S0	FEI2	Q8L9S0	T20F21.18	F28N24.23	AT2G35620	AT1G29060	24833385:0090:HT
C0LGL9	Q8RYE2	FEI2	Q8RYE2	T20F21.18		AT2G35620	AT2G41705	24833385:0090:HT
C0LGL9	Q8VYS5	FEI2	TBL18	T20F21.18	T30C3.30	AT2G35620	AT4G25360	24833385:0090:HT
C0LGL9	Q94CG2	FEI2	BET12	T20F21.18	FCAALL.379	AT2G35620	AT4G14455	24833385:0090:HT
C0LGL9	Q9AST5	FEI2	Q9AST5	T20F21.18		AT2G35620	AT5G49540	24833385:0090:HT
C0LGL9	Q9C7D7	FEI2	Q9C7D7	T20F21.18	F28J15.3	AT2G35620	AT3G12180	24833385:0090:HT
C0LGL9	Q9C835	FEI2	CYP21-4	T20F21.18	T8E24.14	AT2G35620	AT3G66654	24833385:0090:HT
C0LGL9	Q9FNH6	FEI2	NHL3	T20F21.18	MHF15.16	AT2G35620	AT5G06320	24833385:0090:HT
C0LGL9	Q9LMN8	FEI2	WAK3	T20F21.18	F16F4.8	AT2G35620	AT1G21240	24833385:0090:HT
C0LGL9	Q9LPN5	FEI2	F18K10.26	T20F21.18		AT2G35620	AT3G10640	24833385:0090:HT
C0LGL9	Q9LSP7	FEI2	UBC32	T20F21.18	K14A17.7	AT2G35620	AT3G17000	24833385:0090:HT
C0LGL9	Q9LVU1	FEI2	PVA21	T20F21.18	MQL5.3	AT2G35620	AT5G47180	24833385:0090:HT
C0LGL9	Q9LYI4	FEI2	F14F18_60	T20F21.18		AT2G35620	AT5G11890	24833385:0090:HT
C0LGL9	Q9M0V8	FEI2	Q9M0V8	T20F21.18		AT2G35620	AT4G05370	24833385:0090:HT
C0LGL9	Q9SHI7	FEI2	UBC34	T20F21.18	F20D23.1	AT2G35620	AT1G17280	24833385:0090:HT
C0LGL9	Q9SVG8	FEI2	F21C20.140	T20F21.18		AT2G35620	AT4G20790	24833385:0090:HT
C0LGL9	Q9SX96	FEI2	F16N3.6	T20F21.18		AT2G35620	AT1G47640	24833385:0090:HT
C0LGL9	Q9SZG0	FEI2	HHP4	T20F21.18	F19F18.170	AT2G35620	AT4G37680	24833385:0090:HT
C0LGN2	C0LGW2	LRR-RLK	PAM74	T21E2.2	MTH12.9	AT3G14840	AT5G59650	21423366:0090:LC|24833385:0090:HT
C0LGN2	F4HWU0	LRR-RLK	F4HWU0	T21E2.2		AT3G14840	AT1G48210	24833385:0090:HT
C0LGN2	F4IPZ4	LRR-RLK	F4IPZ4	T21E2.2		AT3G14840	AT2G37050	24833385:0090:HT
C0LGN2	O22211	LRR-RLK	GPT	T21E2.2		AT3G14840	AT2G41490	24833385:0090:HT
C0LGN2	O22527	LRR-RLK	CLH1	T21E2.2	F6F9.28	AT3G14840	AT1G19670	24833385:0090:HT
C0LGN2	O23320	LRR-RLK	CML8	T21E2.2	DL3360W|FCAALL.157	AT3G14840	AT4G14640	17360592:0089:HT
C0LGN2	O64852	LRR-RLK	IQD6	T21E2.2		AT3G14840	AT2G26180	24833385:0090:HT
C0LGN2	P0DH95	LRR-RLK	CAM1	T21E2.2	K22F20.2|T31G3.3	AT3G14840	AT5G37780	17360592:0089:HT
C0LGN2	P0DH96	LRR-RLK	CAM4	T21E2.2	F28G11.13|T27F4.1	AT3G14840	AT1G66410	17360592:0089:HT
C0LGN2	P25071	LRR-RLK	CML12	T21E2.2	T3K9.13	AT3G14840	AT2G41100	17360592:0089:HT
C0LGN2	P30187	LRR-RLK	CML10	T21E2.2	T3K9.14	AT3G14840	AT2G41090	17360592:0089:HT
C0LGN2	P57752	LRR-RLK	ACBP6	T21E2.2	F5M6.27	AT3G14840	AT1G31812	24833385:0090:HT
C0LGN2	P59220	LRR-RLK	CAM7	T21E2.2	T28A8_100	AT3G14840	AT3G43810	17360592:0089:HT
C0LGN2	P92994	LRR-RLK	CYP73A5	T21E2.2	T6B20.16	AT3G14840	AT2G30490	24833385:0090:HT
C0LGN2	Q1EC69	LRR-RLK	SMO1-2	T21E2.2	T12H17	AT3G14840	AT4G22756	24833385:0090:HT
C0LGN2	Q1JPM5	LRR-RLK	Q1JPM5	T21E2.2		AT3G14840	AT4G17430	24833385:0090:HT
C0LGN2	Q84N34	LRR-RLK	HHP2	T21E2.2	F6I18.240	AT3G14840	AT4G30850	24833385:0090:HT
